pivot,target,relative_abundance,fitness,relative_fitness
Acinetobacter,Chitinophagaceae,0.15000000000000002,0.0003474389102590868,0.008370129848854239
Acinetobacter,Beijerinckiaceae,0.15000000000000002,0.00010791663121683756,0.0025998130591138166
Acinetobacter,Devosiaceae,0.15000000000000002,0.001352906059645232,0.032592778350841504
Acinetobacter,Acinetobacter,0.2,0,0
Acinetobacter,Sediminibacterium,0.2,0,0
Acinetobacter,Methylophilus,0.2,0,0
Acinetobacter,Ramlibacter,0.2,0,0
Acinetobacter,Bosea,0.2,0,0
Acinetobacter,Hyphomicrobium,0.2,0,0
Acinetobacter,Methylocystis,0.2,0,0
Acinetobacter,Brucella,0.2,0,0
Acinetobacter,Terrimonas,0.2,0,0
Acinetobacter,Afipia,0.2,0,0
Acinetobacter,Chitinophagaceae,0.2,0,0
Acinetobacter,Beijerinckiaceae,0.2,0,0
Acinetobacter,Devosiaceae,0.2,0,0
Acinetobacter,Acinetobacter,0.25,0.031365122143783834,0.7555865910190437
Acinetobacter,Sediminibacterium,0.25,0.01318185738747933,0.3175512800825695
Acinetobacter,Methylophilus,0.25,2.5776021485098343e-05,0.0006209450138493715
Acinetobacter,Ramlibacter,0.25,0.009006141906893361,0.21695818783897045
Acinetobacter,Bosea,0.25,0.0006804869672065962,0.016392948365623407
Acinetobacter,Hyphomicrobium,0.25,0.003484918104785296,0.08395176587243504
Acinetobacter,Methylocystis,0.25,0.0628264747677787,1.5134913767564582
Acinetobacter,Brucella,0.25,9.794888164337371e-05,0.002359591052627612
Acinetobacter,Terrimonas,0.25,0.0027580342989055226,0.06644111648188276
Acinetobacter,Afipia,0.25,0.00026291541914800305,0.006333639141263589
Acinetobacter,Chitinophagaceae,0.25,0.0003402434836032981,0.008196474182811704
Acinetobacter,Beijerinckiaceae,0.25,0.00010568168808890322,0.0025458745567824236
Acinetobacter,Devosiaceae,0.25,0.0013248875043340546,0.031916573711857694
Acinetobacter,Acinetobacter,0.30000000000000004,0.03846019874512206,0.9265578998808849
Acinetobacter,Sediminibacterium,0.30000000000000004,0.012571777333496589,0.30287101949446105
Acinetobacter,Methylophilus,0.30000000000000004,2.458306087895305e-05,0.0005922389900165449
Acinetobacter,Ramlibacter,0.30000000000000004,0.008589321471106198,0.20692830311178084
Acinetobacter,Bosea,0.30000000000000004,0.0006489928072043607,0.01563510933643679
Acinetobacter,Hyphomicrobium,0.30000000000000004,0.0033236298308344527,0.08007071145023688
Acinetobacter,Methylocystis,0.30000000000000004,0.059918752586360174,1.4435233142663269
Acinetobacter,Brucella,0.30000000000000004,9.34156313400216e-05,0.002250508162062871
Acinetobacter,Terrimonas,0.30000000000000004,0.002630387514047977,0.06336957193177031
Acinetobacter,Afipia,0.30000000000000004,0.00025074722096532113,0.006040837698168758
Acinetobacter,Chitinophagaceae,0.30000000000000004,0.00032449640360218034,0.007817554668218395
Acinetobacter,Beijerinckiaceae,0.30000000000000004,0.00010079054960370753,0.0024281798590678346
Acinetobacter,Devosiaceae,0.30000000000000004,0.001263569329178187,0.030441084086850416
Acinetobacter,Acinetobacter,0.3500000000000001,0.04482962479655473,1.0799977172443278
Acinetobacter,Sediminibacterium,0.3500000000000001,0.011663228582090714,0.2809807198146531
Acinetobacter,Methylophilus,0.3500000000000001,2.2806469656024075e-05,0.0005494343367513747
Acinetobacter,Ramlibacter,0.3500000000000001,0.007968580497814813,0.19197235726093037
Acinetobacter,Bosea,0.3500000000000001,0.0006020907989190355,0.014505066490236293
Acinetobacter,Hyphomicrobium,0.3500000000000001,0.0030834346974944558,0.07428352232878589
Acinetobacter,Methylocystis,0.3500000000000001,0.05558848913959309,1.3391912523978011
Acinetobacter,Brucella,0.3500000000000001,8.66645846928915e-05,0.0020878504796552244
Acinetobacter,Terrimonas,0.3500000000000001,0.0024402922531945766,0.058789474032397114
Acinetobacter,Afipia,0.3500000000000001,0.0002326259904914456,0.005604230234864023
Acinetobacter,Chitinophagaceae,0.3500000000000001,0.00030104539945951777,0.0072525332451181465
Acinetobacter,Beijerinckiaceae,0.3500000000000001,9.350652558969874e-05,0.0022526807806806373
Acinetobacter,Devosiaceae,0.3500000000000001,0.0011722525403196377,0.028240924909020672
Acinetobacter,Acinetobacter,0.39999999999999997,0,0
Acinetobacter,Sediminibacterium,0.39999999999999997,0,0
Acinetobacter,Methylophilus,0.39999999999999997,0,0
Acinetobacter,Ramlibacter,0.39999999999999997,0,0
Acinetobacter,Bosea,0.39999999999999997,0,0
Acinetobacter,Hyphomicrobium,0.39999999999999997,0,0
Acinetobacter,Methylocystis,0.39999999999999997,0,0
Acinetobacter,Brucella,0.39999999999999997,0,0
Acinetobacter,Terrimonas,0.39999999999999997,0,0
Acinetobacter,Afipia,0.39999999999999997,0,0
Acinetobacter,Chitinophagaceae,0.39999999999999997,0,0
Acinetobacter,Beijerinckiaceae,0.39999999999999997,0,0
Acinetobacter,Devosiaceae,0.39999999999999997,0,0
Acinetobacter,Acinetobacter,0.45000000000000007,0,0
Acinetobacter,Sediminibacterium,0.45000000000000007,0,0
Acinetobacter,Methylophilus,0.45000000000000007,0,0
Acinetobacter,Ramlibacter,0.45000000000000007,0,0
Acinetobacter,Bosea,0.45000000000000007,0,0
Acinetobacter,Hyphomicrobium,0.45000000000000007,0,0
Acinetobacter,Methylocystis,0.45000000000000007,0,0
Acinetobacter,Brucella,0.45000000000000007,0,0
Acinetobacter,Terrimonas,0.45000000000000007,0,0
Acinetobacter,Afipia,0.45000000000000007,0,0
Acinetobacter,Chitinophagaceae,0.45000000000000007,0,0
Acinetobacter,Beijerinckiaceae,0.45000000000000007,0,0
Acinetobacter,Devosiaceae,0.45000000000000007,0,0
Acinetobacter,Acinetobacter,0.5,0.056206053187722906,1.3540044485606197
Acinetobacter,Sediminibacterium,0.5,0.007873928393425966,0.1896830228719082
Acinetobacter,Methylophilus,0.5,1.539680952957756e-05,0.0003709093133983343
Acinetobacter,Ramlibacter,0.5,0.005379645249634401,0.12959571410137805
Acinetobacter,Bosea,0.5,0.0004064757715808477,0.009792005873716028
Acinetobacter,Hyphomicrobium,0.5,0.0020816486483988864,0.0501469391714548
Acinetobacter,Methylocystis,0.5,0.03752818354739235,0.9040543604771002
Acinetobacter,Brucella,0.5,5.8507876212394735e-05,0.0014094553909136704
Acinetobacter,Terrimonas,0.5,0.0016474586196647994,0.039687296533621776
Acinetobacter,Afipia,0.5,0.00015704745720169117,0.003783274996663011
Acinetobacter,Chitinophagaceae,0.5,0.00020323788579042386,0.004896002936858014
Acinetobacter,Beijerinckiaceae,0.5,6.312691907126802e-05,0.001520728184933171
Acinetobacter,Devosiaceae,0.5,0.0007913960098202868,0.019064738708674388
Acinetobacter,Acinetobacter,0.55,0.05715338397428619,1.3780566870308473
Acinetobacter,Sediminibacterium,0.55,0.00655088755164422,0.15795205408295684
Acinetobacter,Methylophilus,0.55,1.2809713632468166e-05,0.0003088620533495441
Acinetobacter,Ramlibacter,0.55,0.004475713943184377,0.10791640144033071
Acinetobacter,Bosea,0.55,0.00033817643989715953,0.008153958208427963
Acinetobacter,Hyphomicrobium,0.55,0.001731873283109696,0.04175814961285836
Acinetobacter,Methylocystis,0.55,0.031222396007777903,0.7528203688341787
Acinetobacter,Brucella,0.55,4.8676911803379036e-05,0.0011736758027282676
Acinetobacter,Terrimonas,0.55,0.0013706393586740938,0.03304823970840122
Acinetobacter,Afipia,0.55,0.00013065907905117528,0.0031503929441653498
Acinetobacter,Chitinophagaceae,0.55,0.00016908821994857977,0.004076979104213982
Acinetobacter,Beijerinckiaceae,0.55,5.251982589311948e-05,0.0012663344187331309
Acinetobacter,Devosiaceae,0.55,0.0006584192807088639,0.01587550954216657
Acinetobacter,Acinetobacter,0.6000000000000001,0.05708121034718612,1.375087078037791
Acinetobacter,Sediminibacterium,0.6000000000000001,0.005331019672474267,0.12842433122559027
Acinetobacter,Methylophilus,0.6000000000000001,1.0424363849187067e-05,0.0002511230567571182
Acinetobacter,Ramlibacter,0.6000000000000001,0.003642272728905962,0.08774239603093711
Acinetobacter,Bosea,0.6000000000000001,0.0002752032056185386,0.006629648698387921
Acinetobacter,Hyphomicrobium,0.6000000000000001,0.0014093739924100916,0.03395183727356239
Acinetobacter,Methylocystis,0.6000000000000001,0.025408344446008552,0.6120873385397998
Acinetobacter,Brucella,0.6000000000000001,3.961258262691086e-05,0.0009542676156770493
Acinetobacter,Terrimonas,0.6000000000000001,0.0011154069318630164,0.026870167073011656
Acinetobacter,Afipia,0.6000000000000001,0.0001063285112617081,0.002561455178922606
Acinetobacter,Chitinophagaceae,0.6000000000000001,0.0001376016028092693,0.0033148243491939607
Acinetobacter,Beijerinckiaceae,0.6000000000000001,4.2739891781666984e-05,0.001029604532704185
Acinetobacter,Devosiaceae,0.6000000000000001,0.0005358123018482154,0.01290772511731588
Acinetobacter,Acinetobacter,0.6500000000000001,0.05610236440354757,1.3515065845926166
Acinetobacter,Sediminibacterium,0.6500000000000001,0.004231986010173939,0.10194859021471553
Acinetobacter,Methylophilus,0.6500000000000001,8.275295287786349e-06,0.00019935195583636197
Acinetobacter,Ramlibacter,0.6500000000000001,0.0028913881735525503,0.06965357336922488
Acinetobacter,Bosea,0.6500000000000001,0.0002184677955975596,0.005262891634079956
Acinetobacter,Hyphomicrobium,0.6500000000000001,0.0011188199229087141,0.026952384429076135
Acinetobacter,Methylocystis,0.6500000000000001,0.020170204734450446,0.4859004571555487
Acinetobacter,Brucella,0.6500000000000001,3.144612209358813e-05,0.0007575374321781757
Acinetobacter,Terrimonas,0.6500000000000001,0.0008854565957931392,0.021330659274490727
Acinetobacter,Afipia,0.6500000000000001,8.440801193542075e-05,0.002033389949530892
Acinetobacter,Chitinophagaceae,0.6500000000000001,0.0001092338977987798,0.002631445817039978
Acinetobacter,Beijerinckiaceae,0.6500000000000001,3.3928710679924026e-05,0.000817343018929084
Acinetobacter,Devosiaceae,0.6500000000000001,0.0004253501777922183,0.010246690529989005
Acinetobacter,Acinetobacter,0.7000000000000001,0.054523443535641904,1.3134711429739925
Acinetobacter,Sediminibacterium,0.7000000000000001,0.0032735189728366684,0.07885915540144009
Acinetobacter,Methylophilus,0.7000000000000001,6.40109302470995e-06,0.0001542024939410248
Acinetobacter,Ramlibacter,0.7000000000000001,0.002236541902833656,0.05387835138299405
Acinetobacter,Bosea,0.7000000000000001,0.00016898885585234268,0.0040709458400430545
Acinetobacter,Hyphomicrobium,0.7000000000000001,0.000865427776940785,0.020848177180826547
Acinetobacter,Methylocystis,0.7000000000000001,0.01560202413842803,0.3758531587318538
Acinetobacter,Brucella,0.7000000000000001,2.4324153493897805e-05,0.0005859694769758941
Acinetobacter,Terrimonas,0.7000000000000001,0.0006849169536439646,0.016499666851689652
Acinetobacter,Afipia,0.7000000000000001,6.529114885204147e-05,0.0015728654381984527
Acinetobacter,Chitinophagaceae,0.7000000000000001,8.449442792617134e-05,0.0020354729200215273
Acinetobacter,Beijerinckiaceae,0.7000000000000001,2.624448140131079e-05,0.0006322302251582016
Acinetobacter,Devosiaceae,0.7000000000000001,0.00032901618147009146,0.007926008188568676
Acinetobacter,Acinetobacter,0.7500000000000001,0.05256162466210231,1.2662101247060054
Acinetobacter,Sediminibacterium,0.7500000000000001,0.0024544596495639044,0.05912796035014843
Acinetobacter,Methylophilus,0.7500000000000001,4.799490906460509e-06,0.00011561978949970361
Acinetobacter,Ramlibacter,0.7500000000000001,0.0016769421227173019,0.040397554451196444
Acinetobacter,Bosea,0.7500000000000001,0.00012670655993055746,0.003052362442792176
Acinetobacter,Hyphomicrobium,0.7500000000000001,0.0006488911705534609,0.01563179554035993
Acinetobacter,Methylocystis,0.7500000000000001,0.011698279135406846,0.2818116749265776
Acinetobacter,Brucella,0.7500000000000001,1.8238065444549936e-05,0.0004393552000988738
Acinetobacter,Terrimonas,0.7500000000000001,0.0005135455269912745,0.012371317476468288
Acinetobacter,Afipia,0.7500000000000001,4.8954807245897195e-05,0.0011793218528969769
Acinetobacter,Chitinophagaceae,0.7500000000000001,6.335327996527873e-05,0.001526181221396088
Acinetobacter,Beijerinckiaceae,0.7500000000000001,1.9677912716488087e-05,0.0004740411369487848
Acinetobacter,Devosiaceae,0.7500000000000001,0.0002466938325920702,0.0059428571802847665
Acinetobacter,Acinetobacter,0.8,0.04907445378118263,1.2138058259023052
Acinetobacter,Sediminibacterium,0.8,0.0017187149475206675,0.04251063548599087
Acinetobacter,Methylophilus,0.8,3.3608035735640746e-06,8.312599821273148e-05
Acinetobacter,Ramlibacter,0.8,0.0011742647686032877,0.02904422377552838
Acinetobacter,Bosea,0.8,8.872521434209158e-05,0.002194526352816111
Acinetobacter,Hyphomicrobium,0.8,0.000454380643145863,0.011238634958361299
Acinetobacter,Methylocystis,0.8,0.008191622630205075,0.2026113080437117
Acinetobacter,Brucella,0.8,1.2771053579543485e-05,0.00031587879320837964
Acinetobacter,Terrimonas,0.8,0.000359605982371356,0.008894481808762268
Acinetobacter,Afipia,0.8,3.428019645035357e-05,0.0008478851817698613
Acinetobacter,Chitinophagaceae,0.8,4.436260717104579e-05,0.0010972631764080555
Acinetobacter,Beijerinckiaceae,0.8,1.3779294651612706e-05,0.00034081659267219905
Acinetobacter,Devosiaceae,0.8,0.00017274530368119347,0.004272676308134399
Acinetobacter,Acinetobacter,0.8500000000000001,0.03856427454679705,1.1592467479763544
Acinetobacter,Sediminibacterium,0.8500000000000001,0.0009533796338889271,0.028658706877306435
Acinetobacter,Methylophilus,0.8500000000000001,1.8642542704124506e-06,5.6039708403023935e-05
Acinetobacter,Ramlibacter,0.8500000000000001,0.0006513704420821103,0.019580274116016563
Acinetobacter,Bosea,0.8500000000000001,4.92163127388887e-05,0.001479448301839832
Acinetobacter,Hyphomicrobium,0.8500000000000001,0.00025204717735976336,0.007576568576088837
Acinetobacter,Methylocystis,0.8500000000000001,0.004543933358703306,0.1365911852615305
Acinetobacter,Brucella,0.8500000000000001,7.084166227567311e-06,0.0002129508919314909
Acinetobacter,Terrimonas,0.8500000000000001,0.0001994752069341322,0.005996248799123561
Acinetobacter,Afipia,0.8500000000000001,1.9015393558206996e-05,0.0005716050257108441
Acinetobacter,Chitinophagaceae,0.8500000000000001,2.4608156369444346e-05,0.0007397241509199159
Acinetobacter,Beijerinckiaceae,0.8500000000000001,7.643442508691046e-06,0.0002297628044523981
Acinetobacter,Devosiaceae,0.8500000000000001,9.582266949919994e-05,0.0028804410119154297
Acinetobacter,Acinetobacter,0.9000000000000001,0.02999701641020264,1.104604851870234
Acinetobacter,Sediminibacterium,0.9000000000000001,0.00046692155388691374,0.017193837107441504
Acinetobacter,Methylophilus,0.9000000000000001,9.130261124108597e-07,3.36211128420835e-05
Acinetobacter,Ramlibacter,0.9000000000000001,0.00031901132367635445,0.011747216827023977
Acinetobacter,Bosea,0.9000000000000001,2.41038893676467e-05,0.0008875973790310045
Acinetobacter,Hyphomicrobium,0.9000000000000001,0.00012344113039794826,0.004545574456249689
Acinetobacter,Methylocystis,0.9000000000000001,0.0022254098463902294,0.08194810044129432
Acinetobacter,Brucella,0.9000000000000001,3.4694992271612673e-06,0.0001277602287999173
Acinetobacter,Terrimonas,0.9000000000000001,9.7693794027962e-05,0.003597459074102934
Acinetobacter,Afipia,0.9000000000000001,9.31286634659077e-06,0.0003429353509892517
Acinetobacter,Chitinophagaceae,0.9000000000000001,1.205194468382335e-05,0.0004437986895155022
Acinetobacter,Beijerinckiaceae,0.9000000000000001,3.7434070608845254e-06,0.00013784656265254235
Acinetobacter,Devosiaceae,0.9000000000000001,4.69295421779182e-05,0.001728125200083092
Acinetobacter,Acinetobacter,0.9500000000000001,0.024665286436653076,1.0512422501382805
Acinetobacter,Sediminibacterium,0.9500000000000001,0.00018186156883634352,0.007750997148490345
Acinetobacter,Methylophilus,0.9500000000000001,3.5561511309414063e-07,1.5156427744408184e-05
Acinetobacter,Ramlibacter,0.9500000000000001,0.00012425192051509273,0.005295655853896219
Acinetobacter,Bosea,0.9500000000000001,9.388238985685312e-06,0.00040012969245237603
Acinetobacter,Hyphomicrobium,0.9500000000000001,4.807916329032781e-05,0.0020491490310439865
Acinetobacter,Methylocystis,0.9500000000000001,0.0008667762766556583,0.03694227698422051
Acinetobacter,Brucella,0.9500000000000001,1.3513374297577345e-06,5.7594425428751104e-05
Acinetobacter,Terrimonas,0.9500000000000001,3.805081710107305e-05,0.0016217377686516758
Acinetobacter,Afipia,0.9500000000000001,3.6272741535602337e-06,0.00015459556299296344
Acinetobacter,Chitinophagaceae,0.9500000000000001,4.694119492842656e-06,0.00020006484622618801
Acinetobacter,Beijerinckiaceae,0.9500000000000001,1.4580219636859764e-06,6.214135375207355e-05
Acinetobacter,Devosiaceae,0.9500000000000001,1.8278616813038827e-05,0.0007790403860625806
Sediminibacterium,Acinetobacter,0.05000000000000001,0.00027092016259237106,0.006526725510001687
Sediminibacterium,Sediminibacterium,0.05000000000000001,0.003728805723314917,0.08983049177043818
Sediminibacterium,Methylophilus,0.05000000000000001,2.2483001045010048e-05,0.0005416369717843724
Sediminibacterium,Ramlibacter,0.05000000000000001,0.007855560565126509,0.18924795794145968
Sediminibacterium,Bosea,0.05000000000000001,0.0005935512275882653,0.014299216055107433
Sediminibacterium,Hyphomicrobium,0.05000000000000001,0.0030397017412853587,0.07322931858524716
Sediminibacterium,Methylocystis,0.05000000000000001,0.05480006674710748,1.3201859550272292
Sediminibacterium,Brucella,0.05000000000000001,8.543540397103818e-05,0.0020582204927806153
Sediminibacterium,Terrimonas,0.05000000000000001,0.002405681111816075,0.05795515598092785
Sediminibacterium,Afipia,0.05000000000000001,0.0002293266106591025,0.005524697112200599
Sediminibacterium,Chitinophagaceae,0.05000000000000001,0.00029677561379413264,0.007149608027553716
Sediminibacterium,Beijerinckiaceae,0.05000000000000001,9.21803042845412e-05,0.002220711584315927
Sediminibacterium,Devosiaceae,0.05000000000000001,0.0011556262537135164,0.02784014034971674
Sediminibacterium,Acinetobacter,0.09999999999999999,0.0002816101382168308,0.006783991372456614
Sediminibacterium,Sediminibacterium,0.09999999999999999,0.008182533767099735,0.19711732976778845
Sediminibacterium,Methylophilus,0.09999999999999999,2.3370135951604214e-05,0.0005629868358885157
Sediminibacterium,Ramlibacter,0.09999999999999999,0.008165525501490516,0.19670760045944746
Sediminibacterium,Bosea,0.09999999999999999,0.0006169715891223511,0.014862852467456809
Sediminibacterium,Hyphomicrobium,0.09999999999999999,0.0031596423806568895,0.07611582021212732
Sediminibacterium,Methylocystis,0.09999999999999999,0.05696236936844011,1.372224113794668
Sediminibacterium,Brucella,0.09999999999999999,8.8806516616096e-05,0.002139349976376359
Sediminibacterium,Terrimonas,0.09999999999999999,0.0025006045468216505,0.06023959144007117
Sediminibacterium,Afipia,0.09999999999999999,0.00023837538670636298,0.0057424657260628596
Sediminibacterium,Chitinophagaceae,0.09999999999999999,0.00030848579456117553,0.007431426233728404
Sediminibacterium,Beijerinckiaceae,0.09999999999999999,9.581755740157725e-05,0.0023082460271429137
Sediminibacterium,Devosiaceae,0.09999999999999999,0.0012012249879124566,0.028937523364669704
Sediminibacterium,Acinetobacter,0.15,0.0002894766341532233,0.006973760558288495
Sediminibacterium,Sediminibacterium,0.15,0.013358813215210102,0.3218261984366726
Sediminibacterium,Methylophilus,0.15,2.4022957191138866e-05,0.000578735316040539
Sediminibacterium,Ramlibacter,0.15,0.00839362124258392,0.20221011942456435
Sediminibacterium,Bosea,0.15,0.0006342060698460661,0.015278612343470232
Sediminibacterium,Hyphomicrobium,0.15,0.0032479038122419745,0.07824501472868088
Sediminibacterium,Methylocystis,0.15,0.05855355585768186,1.4106094593172096
Sediminibacterium,Brucella,0.15,9.128723732632768e-05,0.002199194200954048
Sediminibacterium,Terrimonas,0.15,0.0025704564194518583,0.06192467881633767
Sediminibacterium,Afipia,0.15,0.0002450341633496164,0.005903100223613498
Sediminibacterium,Chitinophagaceae,0.15,0.00031710303492303306,0.007639306171735116
Sediminibacterium,Beijerinckiaceae,0.15,9.849412448366934e-05,0.00237281479576621
Sediminibacterium,Devosiaceae,0.15,0.0012347799996245377,0.029746995244483706
Sediminibacterium,Acinetobacter,0.2,0.0002925492648030343,0.007066141359191432
Sediminibacterium,Sediminibacterium,0.2,0.01912586339800999,0.4619599863903751
Sediminibacterium,Methylophilus,0.2,2.427794728655886e-05,0.0005864017725470068
Sediminibacterium,Ramlibacter,0.2,0.008482714781923667,0.2048887793279242
Sediminibacterium,Bosea,0.2,0.0006409378083651541,0.015481006795240983
Sediminibacterium,Hyphomicrobium,0.2,0.003282378473142833,0.07928151964835713
Sediminibacterium,Methylocystis,0.2,0.059175068716258585,1.4292956804060748
Sediminibacterium,Brucella,0.2,9.225619968892367e-05,0.0022283267356786257
Sediminibacterium,Terrimonas,0.2,0.002597740359661798,0.06274498966252973
Sediminibacterium,Afipia,0.2,0.00024763506232290043,0.0059812980799794704
Sediminibacterium,Chitinophagaceae,0.2,0.00032046890418257703,0.007740503397620491
Sediminibacterium,Beijerinckiaceae,0.2,9.953958387489134e-05,0.002404247267442728
Sediminibacterium,Devosiaceae,0.2,0.0012478864905291255,0.03014105110891615
Sediminibacterium,Acinetobacter,0.25,0.0002918898521131364,0.007031901870954588
Sediminibacterium,Sediminibacterium,0.25,0.02544367102313443,0.6129620354262393
Sediminibacterium,Methylophilus,0.25,2.4223224241754053e-05,0.0005835603212410446
Sediminibacterium,Ramlibacter,0.25,0.008463594550068867,0.203895976241621
Sediminibacterium,Bosea,0.25,0.0006394931199823071,0.015405992480763579
Sediminibacterium,Hyphomicrobium,0.25,0.0032749799174851477,0.07889735543178922
Sediminibacterium,Methylocystis,0.25,0.05904168676685132,1.422369926992922
Sediminibacterium,Brucella,0.25,9.20482521186654e-05,0.0022175292207159696
Sediminibacterium,Terrimonas,0.25,0.0025918849938676835,0.06244095437279177
Sediminibacterium,Afipia,0.25,0.00024707688726589134,0.005952315276658655
Sediminibacterium,Chitinophagaceae,0.25,0.00031974655999115353,0.007702996240381789
Sediminibacterium,Beijerinckiaceae,0.25,9.931521939119162e-05,0.002392597317088283
Sediminibacterium,Devosiaceae,0.25,0.0012450737260261584,0.029995000511789695
Sediminibacterium,Acinetobacter,0.3,0.00028429962981924294,0.006848785402101227
Sediminibacterium,Sediminibacterium,0.3,0.03186262401321543,0.7675714328333588
Sediminibacterium,Methylophilus,0.3,2.359333027545584e-05,0.000568363933784334
Sediminibacterium,Ramlibacter,0.3,0.008243509598244271,0.19858635846424633
Sediminibacterium,Bosea,0.3,0.0006228639192720341,0.015004807851906417
Sediminibacterium,Hyphomicrobium,0.3,0.0031898182532416296,0.07684280384764196
Sediminibacterium,Methylocystis,0.3,0.057506383213396066,1.3853302522059359
Sediminibacterium,Brucella,0.3,8.965465504673221e-05,0.0021597829483804695
Sediminibacterium,Terrimonas,0.3,0.002524486339473775,0.06081494091492374
Sediminibacterium,Afipia,0.3,0.00024065196880964954,0.005797312124600207
Sediminibacterium,Chitinophagaceae,0.3,0.00031143195963601706,0.007502403925953209
Sediminibacterium,Beijerinckiaceae,0.3,9.673265412936895e-05,0.0023302921285157695
Sediminibacterium,Devosiaceae,0.3,0.0012126971761584303,0.02921390619651477
Sediminibacterium,Acinetobacter,0.35000000000000003,0.0002701743891305326,0.00650850404934273
Sediminibacterium,Sediminibacterium,0.35000000000000003,0.0380435377220603,0.91646924829623
Sediminibacterium,Methylophilus,0.35000000000000003,2.2421111131164534e-05,0.0005401248173728406
Sediminibacterium,Ramlibacter,0.35000000000000003,0.007833936229228887,0.1887196111900705
Sediminibacterium,Bosea,0.35000000000000003,0.0005919173338627437,0.014259295178642994
Sediminibacterium,Hyphomicrobium,0.35000000000000003,0.003031334224933445,0.07302487530880805
Sediminibacterium,Methylocystis,0.35000000000000003,0.05464921627110045,1.316500229864562
Sediminibacterium,Brucella,0.35000000000000003,8.520022229842523e-05,0.0020524743060167947
Sediminibacterium,Terrimonas,0.35000000000000003,0.002399058891034605,0.05779335545889395
Sediminibacterium,Afipia,0.35000000000000003,0.00022869533353787828,0.005509273137202976
Sediminibacterium,Chitinophagaceae,0.35000000000000003,0.00029595866693137187,0.007129647589321497
Sediminibacterium,Beijerinckiaceae,0.35000000000000003,9.192655563777459e-05,0.0022145117512286467
Sediminibacterium,Devosiaceae,0.35000000000000003,0.0011524451121418572,0.027762415612964015
Sediminibacterium,Acinetobacter,0.39999999999999997,0.00024996304170199035,0.006021612464227541
Sediminibacterium,Sediminibacterium,0.39999999999999997,0.04357792746109139,1.0497927588741696
Sediminibacterium,Methylophilus,0.39999999999999997,2.0743820888131976e-05,0.000499718876699381
Sediminibacterium,Ramlibacter,0.39999999999999997,0.007247891018313311,0.17460177551876366
Sediminibacterium,Bosea,0.39999999999999997,0.0005476368714466842,0.013192578344863658
Sediminibacterium,Hyphomicrobium,0.39999999999999997,0.002804564584075655,0.0675619921297614
Sediminibacterium,Methylocystis,0.39999999999999997,0.050560989032732886,1.2180147900670713
