Sample,Metabolite,Yield,N Open
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.52,9
CIR_19,O2,1.382,9
CIR_19,CO2,0.593,9
CIR_19,Biomass,0.673,17
CIR_19,O2,1.216,17
CIR_19,CO2,0.484,17
CIR_19,Biomass,0.673,11
CIR_19,O2,1.216,11
CIR_19,CO2,0.484,11
CIR_19,Biomass,0.673,11
CIR_19,O2,1.216,11
CIR_19,CO2,0.484,11
CIR_19,Biomass,0.673,15
CIR_19,O2,1.217,15
CIR_19,CO2,0.485,15
CIR_19,Biomass,0.673,14
CIR_19,O2,1.216,14
CIR_19,CO2,0.484,14
CIR_19,Biomass,0.673,15
CIR_19,O2,1.206,15
CIR_19,CO2,0.479,15
CIR_19,Biomass,0.673,11
CIR_19,O2,1.203,11
CIR_19,CO2,0.475,11
CIR_19,Biomass,0.551,11
CIR_19,O2,1.356,11
CIR_19,CO2,0.576,11
CIR_19,Biomass,0.551,11
CIR_19,O2,1.356,11
CIR_19,CO2,0.576,11
CIR_19,Biomass,0.551,11
CIR_19,O2,1.356,11
CIR_19,CO2,0.576,11
CIR_19,Biomass,0.551,11
CIR_19,O2,1.356,11
CIR_19,CO2,0.576,11
CIR_19,Biomass,0.52,12
CIR_19,O2,1.399,12
CIR_19,CO2,0.605,12
CIR_19,Biomass,0.673,13
CIR_19,O2,1.214,13
CIR_19,CO2,0.483,13
CIR_19,Biomass,0.673,16
CIR_19,O2,1.214,16
CIR_19,CO2,0.483,16
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.484,13
CIR_19,Biomass,0.673,11
CIR_19,O2,1.216,11
CIR_19,CO2,0.484,11
CIR_19,Biomass,0.673,16
CIR_19,O2,1.201,16
CIR_19,CO2,0.474,16
CIR_19,Biomass,0.673,12
CIR_19,O2,1.214,12
CIR_19,CO2,0.483,12
CIR_19,Biomass,0.673,16
CIR_19,O2,1.214,16
CIR_19,CO2,0.483,16
CIR_19,Biomass,0.593,12
CIR_19,O2,1.301,12
CIR_19,CO2,0.54,12
CIR_19,Biomass,0.504,13
CIR_19,O2,1.413,13
CIR_19,CO2,0.614,13
CIR_19,Biomass,0.504,13
CIR_19,O2,1.404,13
CIR_19,CO2,0.608,13
CIR_19,Biomass,0.504,13
CIR_19,O2,1.404,13
CIR_19,CO2,0.608,13
CIR_19,Biomass,0.504,13
CIR_19,O2,1.404,13
CIR_19,CO2,0.608,13
CIR_19,Biomass,0.504,13
CIR_19,O2,1.404,13
CIR_19,CO2,0.608,13
CIR_19,Biomass,0.504,13
CIR_19,O2,1.404,13
CIR_19,CO2,0.608,13
CIR_19,Biomass,0.657,15
CIR_19,O2,1.22,15
CIR_19,CO2,0.486,15
CIR_19,Biomass,0.657,16
CIR_19,O2,1.232,16
CIR_19,CO2,0.495,16
CIR_19,Biomass,0.665,15
CIR_19,O2,1.223,15
CIR_19,CO2,0.489,15
CIR_19,Biomass,0.673,11
CIR_19,O2,1.204,11
CIR_19,CO2,0.476,11
CIR_19,Biomass,0.657,13
CIR_19,O2,1.234,13
CIR_19,CO2,0.497,13
CIR_19,Biomass,0.657,13
CIR_19,O2,1.234,13
CIR_19,CO2,0.497,13
CIR_19,Biomass,0.673,15
CIR_19,O2,1.21,15
CIR_19,CO2,0.482,15
CIR_19,Biomass,0.674,10
CIR_19,O2,1.212,10
CIR_19,CO2,0.482,10
CIR_19,Biomass,0.673,16
CIR_19,O2,1.203,16
CIR_19,CO2,0.476,16
CIR_19,Biomass,0.673,16
CIR_19,O2,1.204,16
CIR_19,CO2,0.478,16
CIR_19,Biomass,0.673,13
CIR_19,O2,1.201,13
CIR_19,CO2,0.474,13
CIR_19,Biomass,0.673,12
CIR_19,O2,1.213,12
CIR_19,CO2,0.482,12
CIR_19,Biomass,0.673,9
CIR_19,O2,1.216,9
CIR_19,CO2,0.484,9
CIR_19,Biomass,0.673,13
CIR_19,O2,1.201,13
CIR_19,CO2,0.474,13
CIR_19,Biomass,0.586,11
CIR_19,O2,1.315,11
CIR_19,CO2,0.549,11
CIR_19,Biomass,0.586,11
CIR_19,O2,1.315,11
CIR_19,CO2,0.549,11
CIR_19,Biomass,0.514,10
CIR_19,O2,1.4,10
CIR_19,CO2,0.605,10
CIR_19,Biomass,0.514,10
CIR_19,O2,1.4,10
CIR_19,CO2,0.605,10
CIR_19,Biomass,0.514,10
CIR_19,O2,1.4,10
CIR_19,CO2,0.605,10
CIR_19,Biomass,0.514,10
CIR_19,O2,1.4,10
CIR_19,CO2,0.605,10
CIR_19,Biomass,0.613,13
CIR_19,O2,1.284,13
CIR_19,CO2,0.529,13
CIR_19,Biomass,0.624,14
CIR_19,O2,1.271,14
CIR_19,CO2,0.521,14
CIR_19,Biomass,0.673,15
CIR_19,O2,1.214,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.484,13
CIR_19,Biomass,0.674,15
CIR_19,O2,1.205,15
CIR_19,CO2,0.477,15
CIR_19,Biomass,0.673,13
CIR_19,O2,1.214,13
CIR_19,CO2,0.483,13
CIR_19,Biomass,0.673,13
CIR_19,O2,1.213,13
CIR_19,CO2,0.482,13
CIR_19,Biomass,0.673,12
CIR_19,O2,1.203,12
CIR_19,CO2,0.476,12
CIR_19,Biomass,0.673,15
CIR_19,O2,1.214,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,14
CIR_19,O2,1.216,14
CIR_19,CO2,0.484,14
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.485,12
CIR_19,Biomass,0.673,16
CIR_19,O2,1.201,16
CIR_19,CO2,0.474,16
CIR_19,Biomass,0.673,17
CIR_19,O2,1.217,17
CIR_19,CO2,0.485,17
CIR_19,Biomass,0.463,10
CIR_19,O2,1.45,10
CIR_19,CO2,0.638,10
CIR_19,Biomass,0.673,17
CIR_19,O2,1.216,17
CIR_19,CO2,0.484,17
CIR_19,Biomass,0.673,14
CIR_19,O2,1.218,14
CIR_19,CO2,0.486,14
CIR_19,Biomass,0.673,13
CIR_19,O2,1.22,13
CIR_19,CO2,0.488,13
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.204,15
CIR_19,CO2,0.476,15
CIR_19,Biomass,0.673,11
CIR_19,O2,1.204,11
CIR_19,CO2,0.476,11
CIR_19,Biomass,0.673,9
CIR_19,O2,1.201,9
CIR_19,CO2,0.474,9
CIR_19,Biomass,0.673,8
CIR_19,O2,1.214,8
CIR_19,CO2,0.483,8
CIR_19,Biomass,0.523,14
CIR_19,O2,1.389,14
CIR_19,CO2,0.598,14
CIR_19,Biomass,0.673,10
CIR_19,O2,1.204,10
CIR_19,CO2,0.476,10
CIR_19,Biomass,0.673,17
CIR_19,O2,1.214,17
CIR_19,CO2,0.483,17
CIR_19,Biomass,0.673,17
CIR_19,O2,1.214,17
CIR_19,CO2,0.483,17
CIR_19,Biomass,0.673,10
CIR_19,O2,1.213,10
CIR_19,CO2,0.483,10
CIR_19,Biomass,0.659,12
CIR_19,O2,1.23,12
CIR_19,CO2,0.494,12
CIR_19,Biomass,0.659,12
CIR_19,O2,1.232,12
CIR_19,CO2,0.495,12
CIR_19,Biomass,0.659,13
CIR_19,O2,1.232,13
CIR_19,CO2,0.495,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.539,13
CIR_19,O2,1.37,13
CIR_19,CO2,0.586,13
CIR_19,Biomass,0.673,13
CIR_19,O2,1.201,13
CIR_19,CO2,0.474,13
CIR_19,Biomass,0.673,14
CIR_19,O2,1.201,14
CIR_19,CO2,0.474,14
CIR_19,Biomass,0.527,13
CIR_19,O2,1.387,13
CIR_19,CO2,0.597,13
CIR_19,Biomass,0.527,13
CIR_19,O2,1.387,13
CIR_19,CO2,0.597,13
CIR_19,Biomass,0.532,11
CIR_19,O2,1.379,11
CIR_19,CO2,0.591,11
CIR_19,Biomass,0.532,11
CIR_19,O2,1.379,11
CIR_19,CO2,0.591,11
CIR_19,Biomass,0.532,11
CIR_19,O2,1.379,11
CIR_19,CO2,0.591,11
CIR_19,Biomass,0.532,11
CIR_19,O2,1.379,11
CIR_19,CO2,0.591,11
CIR_19,Biomass,0.573,14
CIR_19,O2,1.333,14
CIR_19,CO2,0.561,14
CIR_19,Biomass,0.573,14
CIR_19,O2,1.333,14
CIR_19,CO2,0.561,14
CIR_19,Biomass,0.673,17
CIR_19,O2,1.213,17
CIR_19,CO2,0.482,17
CIR_19,Biomass,0.655,11
CIR_19,O2,1.235,11
CIR_19,CO2,0.497,11
CIR_19,Biomass,0.655,11
CIR_19,O2,1.235,11
CIR_19,CO2,0.497,11
CIR_19,Biomass,0.521,12
CIR_19,O2,1.393,12
CIR_19,CO2,0.601,12
CIR_19,Biomass,0.521,12
CIR_19,O2,1.393,12
CIR_19,CO2,0.601,12
CIR_19,Biomass,0.521,12
CIR_19,O2,1.393,12
CIR_19,CO2,0.601,12
CIR_19,Biomass,0.521,12
CIR_19,O2,1.393,12
CIR_19,CO2,0.601,12
CIR_19,Biomass,0.521,14
CIR_19,O2,1.391,14
CIR_19,CO2,0.599,14
CIR_19,Biomass,0.673,16
CIR_19,O2,1.206,16
CIR_19,CO2,0.477,16
CIR_19,Biomass,0.674,15
CIR_19,O2,1.214,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,14
CIR_19,O2,1.201,14
CIR_19,CO2,0.474,14
CIR_19,Biomass,0.631,14
CIR_19,O2,1.254,14
CIR_19,CO2,0.509,14
CIR_19,Biomass,0.673,13
CIR_19,O2,1.214,13
CIR_19,CO2,0.483,13
CIR_19,Biomass,0.673,12
CIR_19,O2,1.218,12
CIR_19,CO2,0.486,12
CIR_19,Biomass,0.673,13
CIR_19,O2,1.213,13
CIR_19,CO2,0.482,13
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.484,13
CIR_19,Biomass,0.673,17
CIR_19,O2,1.216,17
CIR_19,CO2,0.484,17
CIR_19,Biomass,0.673,15
CIR_19,O2,1.199,15
CIR_19,CO2,0.473,15
CIR_19,Biomass,0.673,17
CIR_19,O2,1.213,17
CIR_19,CO2,0.483,17
CIR_19,Biomass,0.673,11
CIR_19,O2,1.216,11
CIR_19,CO2,0.484,11
CIR_19,Biomass,0.673,13
CIR_19,O2,1.214,13
CIR_19,CO2,0.483,13
CIR_19,Biomass,0.673,15
CIR_19,O2,1.216,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,16
CIR_19,O2,1.215,16
CIR_19,CO2,0.484,16
CIR_19,Biomass,0.673,12
CIR_19,O2,1.214,12
CIR_19,CO2,0.483,12
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.484,13
CIR_19,Biomass,0.674,11
CIR_19,O2,1.215,11
CIR_19,CO2,0.484,11
CIR_19,Biomass,0.673,18
CIR_19,O2,1.216,18
CIR_19,CO2,0.485,18
CIR_19,Biomass,0.673,10
CIR_19,O2,1.204,10
CIR_19,CO2,0.476,10
CIR_19,Biomass,0.673,18
CIR_19,O2,1.2,18
CIR_19,CO2,0.473,18
CIR_19,Biomass,0.673,14
CIR_19,O2,1.204,14
CIR_19,CO2,0.476,14
CIR_19,Biomass,0.673,14
CIR_19,O2,1.2,14
CIR_19,CO2,0.473,14
CIR_19,Biomass,0.553,12
CIR_19,O2,1.354,12
CIR_19,CO2,0.575,12
CIR_19,Biomass,0.553,12
CIR_19,O2,1.354,12
CIR_19,CO2,0.575,12
CIR_19,Biomass,0.553,12
CIR_19,O2,1.354,12
CIR_19,CO2,0.575,12
CIR_19,Biomass,0.55,11
CIR_19,O2,1.36,11
CIR_19,CO2,0.579,11
CIR_19,Biomass,0.55,11
CIR_19,O2,1.36,11
CIR_19,CO2,0.579,11
CIR_19,Biomass,0.55,11
CIR_19,O2,1.36,11
CIR_19,CO2,0.579,11
CIR_19,Biomass,0.55,11
CIR_19,O2,1.36,11
CIR_19,CO2,0.579,11
CIR_19,Biomass,0.55,12
CIR_19,O2,1.359,12
CIR_19,CO2,0.579,12
CIR_19,Biomass,0.55,13
CIR_19,O2,1.35,13
CIR_19,CO2,0.572,13
CIR_19,Biomass,0.55,13
CIR_19,O2,1.35,13
CIR_19,CO2,0.572,13
CIR_19,Biomass,0.55,13
CIR_19,O2,1.35,13
CIR_19,CO2,0.572,13
CIR_19,Biomass,0.657,11
CIR_19,O2,1.234,11
CIR_19,CO2,0.497,11
CIR_19,Biomass,0.673,15
CIR_19,O2,1.201,15
CIR_19,CO2,0.474,15
CIR_19,Biomass,0.553,12
CIR_19,O2,1.345,12
CIR_19,CO2,0.569,12
CIR_19,Biomass,0.553,12
CIR_19,O2,1.345,12
CIR_19,CO2,0.569,12
CIR_19,Biomass,0.553,12
CIR_19,O2,1.345,12
CIR_19,CO2,0.569,12
CIR_19,Biomass,0.553,12
CIR_19,O2,1.345,12
CIR_19,CO2,0.569,12
CIR_19,Biomass,0.673,11
CIR_19,O2,1.213,11
CIR_19,CO2,0.482,11
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.484,12
CIR_19,Biomass,0.646,11
CIR_19,O2,1.247,11
CIR_19,CO2,0.505,11
CIR_19,Biomass,0.646,11
CIR_19,O2,1.247,11
CIR_19,CO2,0.505,11
CIR_19,Biomass,0.673,13
CIR_19,O2,1.199,13
CIR_19,CO2,0.473,13
CIR_19,Biomass,0.673,14
CIR_19,O2,1.215,14
CIR_19,CO2,0.484,14
CIR_19,Biomass,0.641,14
CIR_19,O2,1.254,14
CIR_19,CO2,0.509,14
CIR_19,Biomass,0.641,14
CIR_19,O2,1.254,14
CIR_19,CO2,0.509,14
CIR_19,Biomass,0.673,11
CIR_19,O2,1.213,11
CIR_19,CO2,0.482,11
CIR_19,Biomass,0.673,17
CIR_19,O2,1.203,17
CIR_19,CO2,0.474,17
CIR_19,Biomass,0.673,18
CIR_19,O2,1.201,18
CIR_19,CO2,0.474,18
CIR_19,Biomass,0.673,14
CIR_19,O2,1.203,14
CIR_19,CO2,0.475,14
CIR_19,Biomass,0.673,13
CIR_19,O2,1.204,13
CIR_19,CO2,0.476,13
CIR_19,Biomass,0.673,12
CIR_19,O2,1.196,12
CIR_19,CO2,0.471,12
CIR_19,Biomass,0.673,14
CIR_19,O2,1.214,14
CIR_19,CO2,0.483,14
CIR_19,Biomass,0.673,16
CIR_19,O2,1.216,16
CIR_19,CO2,0.484,16
CIR_19,Biomass,0.673,17
CIR_19,O2,1.205,17
CIR_19,CO2,0.477,17
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.537,12
CIR_19,O2,1.374,12
CIR_19,CO2,0.588,12
CIR_19,Biomass,0.572,14
CIR_19,O2,1.331,14
CIR_19,CO2,0.56,14
CIR_19,Biomass,0.572,14
CIR_19,O2,1.331,14
CIR_19,CO2,0.56,14
CIR_19,Biomass,0.572,14
CIR_19,O2,1.331,14
CIR_19,CO2,0.56,14
CIR_19,Biomass,0.664,12
CIR_19,O2,1.226,12
CIR_19,CO2,0.491,12
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.482,15
CIR_19,Biomass,0.673,9
CIR_19,O2,1.215,9
CIR_19,CO2,0.484,9
CIR_19,Biomass,0.661,8
CIR_19,O2,1.218,8
CIR_19,CO2,0.485,8
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.484,12
CIR_19,Biomass,0.673,12
CIR_19,O2,1.201,12
CIR_19,CO2,0.474,12
CIR_19,Biomass,0.539,10
CIR_19,O2,1.37,10
CIR_19,CO2,0.586,10
CIR_19,Biomass,0.539,10
CIR_19,O2,1.37,10
CIR_19,CO2,0.586,10
CIR_19,Biomass,0.539,8
CIR_19,O2,1.373,8
CIR_19,CO2,0.588,8
CIR_19,Biomass,0.54,10
CIR_19,O2,1.369,10
CIR_19,CO2,0.585,10
CIR_19,Biomass,0.54,10
CIR_19,O2,1.369,10
CIR_19,CO2,0.585,10
CIR_19,Biomass,0.54,10
CIR_19,O2,1.369,10
CIR_19,CO2,0.585,10
CIR_19,Biomass,0.54,11
CIR_19,O2,1.357,11
CIR_19,CO2,0.577,11
CIR_19,Biomass,0.673,15
CIR_19,O2,1.216,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.657,14
CIR_19,O2,1.232,14
CIR_19,CO2,0.495,14
CIR_19,Biomass,0.657,15
CIR_19,O2,1.234,15
CIR_19,CO2,0.497,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.215,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,16
CIR_19,O2,1.203,16
CIR_19,CO2,0.475,16
CIR_19,Biomass,0.673,14
CIR_19,O2,1.214,14
CIR_19,CO2,0.483,14
CIR_19,Biomass,0.673,16
CIR_19,O2,1.214,16
CIR_19,CO2,0.483,16
CIR_19,Biomass,0.65,15
CIR_19,O2,1.229,15
CIR_19,CO2,0.492,15
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.485,12
CIR_19,Biomass,0.553,13
CIR_19,O2,1.354,13
CIR_19,CO2,0.575,13
CIR_19,Biomass,0.565,13
CIR_19,O2,1.341,13
CIR_19,CO2,0.567,13
CIR_19,Biomass,0.566,14
CIR_19,O2,1.33,14
CIR_19,CO2,0.559,14
CIR_19,Biomass,0.566,14
CIR_19,O2,1.33,14
CIR_19,CO2,0.559,14
CIR_19,Biomass,0.535,13
CIR_19,O2,1.366,13
CIR_19,CO2,0.583,13
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.535,15
CIR_19,O2,1.376,15
CIR_19,CO2,0.59,15
CIR_19,Biomass,0.673,18
CIR_19,O2,1.216,18
CIR_19,CO2,0.485,18
CIR_19,Biomass,0.673,12
CIR_19,O2,1.214,12
CIR_19,CO2,0.483,12
CIR_19,Biomass,0.673,12
CIR_19,O2,1.214,12
CIR_19,CO2,0.483,12
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.485,13
CIR_19,Biomass,0.673,14
CIR_19,O2,1.213,14
CIR_19,CO2,0.483,14
CIR_19,Biomass,0.673,14
CIR_19,O2,1.213,14
CIR_19,CO2,0.483,14
CIR_19,Biomass,0.673,15
CIR_19,O2,1.215,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.215,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,17
CIR_19,O2,1.215,17
CIR_19,CO2,0.484,17
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.482,15
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.485,12
CIR_19,Biomass,0.673,12
CIR_19,O2,1.216,12
CIR_19,CO2,0.484,12
CIR_19,Biomass,0.673,16
CIR_19,O2,1.216,16
CIR_19,CO2,0.484,16
CIR_19,Biomass,0.673,16
CIR_19,O2,1.216,16
CIR_19,CO2,0.484,16
CIR_19,Biomass,0.673,17
CIR_19,O2,1.218,17
CIR_19,CO2,0.486,17
CIR_19,Biomass,0.551,12
CIR_19,O2,1.358,12
CIR_19,CO2,0.578,12
CIR_19,Biomass,0.551,12
CIR_19,O2,1.358,12
CIR_19,CO2,0.578,12
CIR_19,Biomass,0.548,10
CIR_19,O2,1.35,10
CIR_19,CO2,0.572,10
CIR_19,Biomass,0.673,13
CIR_19,O2,1.214,13
CIR_19,CO2,0.483,13
CIR_19,Biomass,0.673,12
CIR_19,O2,1.203,12
CIR_19,CO2,0.475,12
CIR_19,Biomass,0.657,12
CIR_19,O2,1.236,12
CIR_19,CO2,0.498,12
CIR_19,Biomass,0.673,15
CIR_19,O2,1.215,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,16
CIR_19,O2,1.201,16
CIR_19,CO2,0.474,16
CIR_19,Biomass,0.673,13
CIR_19,O2,1.205,13
CIR_19,CO2,0.477,13
CIR_19,Biomass,0.673,15
CIR_19,O2,1.216,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.216,15
CIR_19,CO2,0.484,15
CIR_19,Biomass,0.673,13
CIR_19,O2,1.215,13
CIR_19,CO2,0.484,13
CIR_19,Biomass,0.673,13
CIR_19,O2,1.204,13
CIR_19,CO2,0.476,13
CIR_19,Biomass,0.674,12
CIR_19,O2,1.212,12
CIR_19,CO2,0.482,12
CIR_19,Biomass,0.674,12
CIR_19,O2,1.212,12
CIR_19,CO2,0.482,12
CIR_19,Biomass,0.515,7
CIR_19,O2,1.401,7
CIR_19,CO2,0.606,7
CIR_19,Biomass,0.542,9
CIR_19,O2,1.368,9
CIR_19,CO2,0.584,9
CIR_19,Biomass,0.542,10
CIR_19,O2,1.358,10
CIR_19,CO2,0.577,10
CIR_19,Biomass,0.549,9
CIR_19,O2,1.351,9
CIR_19,CO2,0.573,9
CIR_19,Biomass,0.549,10
CIR_19,O2,1.349,10
CIR_19,CO2,0.571,10
CIR_19,Biomass,0.659,12
CIR_19,O2,1.231,12
CIR_19,CO2,0.495,12
CIR_19,Biomass,0.673,15
CIR_19,O2,1.214,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.482,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.482,15
CIR_19,Biomass,0.673,15
CIR_19,O2,1.213,15
CIR_19,CO2,0.483,15
CIR_19,Biomass,0.673,16
CIR_19,O2,1.216,16
CIR_19,CO2,0.485,16
CIR_19,Biomass,0.673,12
CIR_19,O2,1.201,12
CIR_19,CO2,0.474,12
CIR_19,Biomass,0.673,13
CIR_19,O2,1.216,13
CIR_19,CO2,0.485,13
CIR_19,Biomass,0.608,12
CIR_19,O2,1.29,12
CIR_19,CO2,0.533,12
CIR_19,Biomass,0.579,11
CIR_19,O2,1.324,11
